Date of Sale (dd/mm/yyyy),Address,Postal Code,County, Price ,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
28/09/2018,"4 WINDMILL AVENUE, RATHCOOLE, DUBLIN",,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"40 HOWTH RD, SUTTON, DUBLIN 13",Dublin 13,Dublin,960000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"40 JAMES CONNOLLY PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,226000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"40 St Helen's Avenue, St Helen's, Adamstown",,Dublin,259911.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"41 Rathmill Green, Rathcoole, County Dublin",,Dublin,333921.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"42 MOUNT SYMON GREEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,300000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"43 CARRIGMORE DR, AYLESBURY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"43 PEARSE BROS PK, RATHFARNHAM, DUBLIN 16",Dublin 14,Dublin,270000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"45 CHELMSFORD ROAD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,840000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"47 ELY CLOSE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"49 ABBEYWOOD AVE, THE OAKS, LUCAN",,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"49 BOW BRIDGE PLACE, BOW LANE, KILMAINHAM DUBLIN 8",Dublin 8,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"49 DOWLAND RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,392500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"5 THE GLEN, GLENAGEARY RD LOWER, GLENAGEARY",,Dublin,1050000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"51 SHREWSBURY PK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,845000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"52 GRANGE ABBEY DR, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"53 BEAUFIELD PARK, STILORGAN, CO DUBLIN",,Dublin,840000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"55 FORT OSTMAN, OLD COUNTY RD, DUBLIN 12",Dublin 12,Dublin,1400000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"59 THE CASINO, DUBLIN RD, MALAHIDE",,Dublin,540000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"6 ARD RI PLACE, ARBOUR HILL, DUBLIN 7",Dublin 7,Dublin,455000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"6 St. Helen's Close, Adamstown, Lucan",,Dublin,290750.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"6 WINDMILL AVENUE, RATHCOOLE, DUBLIN",,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"64 Belltree Avenue, Belltree, Clongriffin",,Dublin,321600.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"67 8 CASIMIR AVE, HAROLDS CROSS, DUBLIN 6W",,Dublin,800000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"67 TRIMLESTON PARK, BOOTERSTOWN, DUBLIN",,Dublin,675000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"7 Gracepark View, Grace Park Wood, Drumcondra",Dublin 9,Dublin,647577.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"7 LEALAND WALK, CLONDALKIN DUBLIN 22, DUBLIN",Dublin 22,Dublin,218000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"7 PARKSIDE ROW, PARKSIDE, MALAHIDE ROAD",Dublin 13,Dublin,303964.76,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"73 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"75 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"77 Ballygossan Park, Golf Links Road, Skerries",,Dublin,325991.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"8 OAKAPPLE GREEN, HIGHFIELD RD, RATHGAR DUBLIN 6",Dublin 6,Dublin,460000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"8 White Pines Court, White Pines, Stocking Avenue",,Dublin,370054.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"8 WOODBINE RD, BLACKROCK, DUBLIN",,Dublin,1525000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"81 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"82 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"83 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"88 DODDER PARK RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,565000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"89 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,205000.00,Yes,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"9 BOROIMHE BIRCHES, SWORDS, DUBLIN",,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"9 CORN MILL ROW, DISTILLERY RD, DUBLIN",Dublin 3,Dublin,390270.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"9 ELLENSBOROUGH DR, KILTIPPER RD TALLAGHT, DUBLIN 24",Dublin 24,Dublin,355000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"90 BELLEVUE, ISLANDBRIDGE, DUBLIN 8",Dublin 8,Dublin,265000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"92 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"94 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"95 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",Dublin 1,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"96 CASTLEDAWSON, ROCK RD, SION HILL",,Dublin,485000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"97 DOWNSIDE PARK, SKERRIES, DUBLIN",,Dublin,565000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"ABILENE HOUSE, NEWTOWNPARK AVENUE, BLACKROCK",,Dublin,8000000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"Apartment 122, East Courtyard, Tullyvale",Dublin 18,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 120 SOUTHMEDE, BALLINTEER ROAD, DUNDRUM",,Dublin,415000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 17 HANOVER QUARTER, ASGARD RD, HANOVER QUAY DUBLIN 2",Dublin 2,Dublin,710000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 205, CUBE 1, BEACON SOUTH QUARTER",Dublin 18,Dublin,365000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 25, 125 FRANCIS ST, DUBLIN 8",Dublin 8,Dublin,230000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 5, 20 HIGHFIELD RD, TERENURE DUBLIN 6",Dublin 6,Dublin,202000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 5, HOGAN VIEW, RICHMOND RD DUBLIN 3",Dublin 3,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 9 CLEARWATER COURT SOUTH, ROYAL CANAL PARK, RATOATH ROAD  ASHTOWN",Dublin 15,Dublin,245000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT.196, BUSHY PARK HOUSE, TEMPLEOGUE ROAD",,Dublin,650000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"BLENCARN, KERRYMOUNT AVE, FOXROCK DUBLIN 18",Dublin 18,Dublin,2000000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"OCEAN DRIVE, 58 WINDMILL LANE APTS, LIME ST",Dublin 2,Dublin,368000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"ST ANNES, 229 CLONLIFFE RD, DRUMCONDRA",Dublin 3,Dublin,530000.00,No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"WHITESTOWN ROAD, RUSH, CO DUBLIN",,Dublin,235000.00,No,No,Second-Hand Dwelling house /Apartment,
29/09/2018,"143 ARD NA MARA, MALAHIDE, DUBLIN",,Dublin,925000.00,No,No,Second-Hand Dwelling house /Apartment,
29/09/2018,"17 Ballycullen Green, Old Court Road, Ballycullen",Dublin 24,Dublin,361233.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"1 SMITHFIELD TCE, OFF NORTH KING ST, DUBLIN 7",Dublin 7,Dublin,1237500.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"10 MALTON HOUSE, CUSTOM HOUSE SQ, DUBLIN 1",Dublin 1,Dublin,322500.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"109 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,160000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"11 SANDYMOUNT COURT, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,695000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"114 LATCHFORD PARK, CASTAHEANEY, DUBLIN 15",Dublin 15,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"13 ASHGROVE COURT, SANDYFORD RD, DUBLIN 16",Dublin 16,Dublin,400000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"13 BALLYOWEN VIEW, LUCAN, DUBLIN",,Dublin,348000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"15 GRACE OMALLEY DR, HOWTH, DUBLIN",Dublin 13,Dublin,445000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"155 GLENCAR LAWN, BALLYBRACK, DUBLIN",,Dublin,350000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"16 Shackleton Glen, Lucan, Co Dublin",,Dublin,344164.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"164 IVY COURT, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"17 MILLMOUNT GROVE, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,33000.00,Yes,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"18 COLLINS COURT, COLLINS AVENUE, DUBLIN 5",Dublin 9,Dublin,232000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"18 ST AONGUS GREEN TYMON NORTH, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,230000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"1A STATION RD, SUTTON, STATION RD DUBLIN 13",Dublin 13,Dublin,547000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"2 TALBOT DOWNS, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,525000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"20 DEERHAVEN AVE, CLONEE DUBLIN 15, DUBLIN",Dublin 15,Dublin,310000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"21  Barnwell Green, Barnwell, Hansfield",Dublin 15,Dublin,292411.90,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"21 ABBOTTS HILL, MALAHIDE, DUBLIN",,Dublin,1900000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"22 TEMPLE HALL, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,225000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"24 ATHLUMNEY VILLAS, RANELAGH, DUBLIN 6",Dublin 6,Dublin,537000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"24 CARRIGMORE GROVE, CITYWEST, SAGGART",Dublin 24,Dublin,216500.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"25 Shackleton Crescent, Lucan, Co. Dublin",,Dublin,308327.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"26 PROSPECT LAWN, THE PARK, CABINTEELY",Dublin 18,Dublin,520000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"27 HARCOURT HALL, CHARLOTTE WAY, DUBLIN 2",Dublin 2,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"27 SOMMERVILLE, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,606000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"28 CUIL DUN AVENUE, CITYWEST",,Dublin,295000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"29 Orwell Hall, Orwell Road, Rathgar",Dublin 6,Dublin,348017.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"298 LE FANU ROAD, BALLYFERMOT, DUBLIN 10",,Dublin,230000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"3 WATERSIDE LAWN, WATERSIDE, SWORDS RD",Dublin 9,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"31 BUSHFIELD DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,327500.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"31 EARLSFORT COURT, LOWER HATCH ST, DUBLIN 2",Dublin 2,Dublin,490000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"36 Brighton Wood, Brighton Road, Foxrock",,Dublin,594714.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"36 ELLESMERE AVE, DUBLIN 7, DUBLIN",Dublin 7,Dublin,500000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"38 ADELAIDE, STRAND RD, SANDYMOUNT",Dublin 4,Dublin,550000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"38 BRIAN RD, MARINO, DUBLIN 3",Dublin 3,Dublin,445000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"38 MOUNT EAGLE DR, LEOPARDSTOWN, DUBLIN 18",Dublin 18,Dublin,457450.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"39 GLENEALY RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,405000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"4 Peyton Avenue, Rathcoole, County Dublin",,Dublin,447136.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"41 LENNOX ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,610000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"41 MOUNTJOY ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,540000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"44 BRABAZON HALL, CORK ST, DUBLIN 8",Dublin 8,Dublin,285000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"45 ABBEYVALE CT, SWORDS, DUBLIN",,Dublin,350000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"45 Park Street, Beltree, Clongriffin",,Dublin,312775.33,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
01/10/2018,"45 RINGSEND PARK, RINGSEND, DUBLIN 4",Dublin 4,Dublin,355000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"46 DONARD RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,295500.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"47 Somerton Avenue, Newcastle Road, Lucan",,Dublin,281938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"56 HUNTERS LANE, HUNTERSWOOD, BALLYCULLEN RD DUBLIN 24",Dublin 24,Dublin,352000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"6 LORETTO TERRACE, GRANGE RD, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,435000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"60 BEECH PARK, LUCAN, DUBLIN",,Dublin,490000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"62 MILLTOWN AVE, MT ST ANNES, MILLTOWN",Dublin 6,Dublin,525000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"69 LLEWELLYN LAWN, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,420000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"69 WATSON DR, KILLINEY, DUBLIN",,Dublin,590000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"7 SEAFIELD COURT, KILLINEY, CO DUBLIN",,Dublin,515000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"71 ANNAGH COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,255000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"75 ELM MOUNT RD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,431000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"75 TURVEY WOODS, DONEBATE, DUBLIN",,Dublin,127000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"79 ROCKFORD PARK, BLACKROCK, DUBLIN",,Dublin,410000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"79 WHEATFIELD RD, PALMERSTOWN, DUBLIN",Dublin 20,Dublin,350000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"82 MANGERTON RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,300000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"89 RATHMINES ROAD UPPER, DUBLIN 6",,Dublin,210000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"9 Somerton Grove, Newcastle Road, Lucan",,Dublin,281938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"9 TYMON NORTH PARK, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,23323.36,Yes,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"APARTMENT 8, 13 GRATTAN CRESCENT, INCHICORE",Dublin 8,Dublin,284000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"APT 1 BLOCK 1, TULLA HOUSE CLARE, VILLAGE MALAHIDE RD DUBLIN 1",Dublin 17,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"APT 5 ONE BEACON, BEACON COURT, BEACON HOTEL APARTMENTS SANDYFORD",,Dublin,125000.00,Yes,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"Apt.7  Greenbank House, Cualanor, Upper Glenageary Road",,Dublin,264317.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2018,"ROBIN HILL, 4 ST PATRICKS ROAD, DALKEY",,Dublin,710000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"SEA ECHOES, CRESCENT RD, ROGERSTOWN",,Dublin,480000.00,No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"UNIT 1, 5 WATERLOO ROAD, BALLSBRIDGE",Dublin 4,Dublin,1685000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"1 BISHOPS ORCHARD, TYRRELSTOWN, DUBLIN 15",,Dublin,120000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"10 DRYNAM SQ, KINSEALY, CO. DUBLIN",,Dublin,1200000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"10 WILFIELD PARK, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,1850000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"11 THE VILLAGE, STEPASIDE, DUBLIN",,Dublin,322000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"115 PUGIN HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,346000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"11B CLYDE LANE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,1140085.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"122 THE OVAL, TULLYVALE, CABINTEELY",Dublin 18,Dublin,260000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"13 CLAREVILLE RD, KENILWORTH PARK, DUBLIN 6W",,Dublin,812000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"15 HERBERTON 30 JAMESS WALK, DUBLIN 8, DUBLIN",Dublin 8,Dublin,245000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"151 INCHICORE RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"16 ASHFIELD CLOSE KINGSWOOD HEIGHTS, TALLAGHT, DUBLIN",Dublin 24,Dublin,401750.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"17 CLONSHAUGH MEADOWS, CLONSHAUGH DUBLIN 17, DUBLIN",Dublin 17,Dublin,320000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"18 Ballycullen Green, Old Court Road, Dublin 24",Dublin 24,Dublin,361233.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2018,"18 Somerton Green, Newcastle Road, Lucan",,Dublin,308370.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2018,"181 CLONKEEN CRESCENT, POTTERY RD, DUN LAOGHAIRE",,Dublin,533000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"19 THE PAVILION, MARINE RD, DUN LAOGHAIRE",,Dublin,560000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"1A ST PATRICKS ROAD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,200000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"2 SHERRARD AVE, OFF C R, DUBLIN 1",Dublin 1,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"20 SEAMOUNT APT, ST HELENS, STILLORGAN RD",,Dublin,995000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"21 FERN WOOD LAWN, SPRINGFIELD TALLAGHT, DUBLIN 24",Dublin 24,Dublin,272500.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"28 DISWELLSTOWN DRIVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,612334.80,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
02/10/2018,"2A GREENMOUNT LANE, HAROLDS CROSS, DUBLIN 12",Dublin 12,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"2A ST JARLATH ROAD, CABRA, DUBLIN 7",Dublin 7,Dublin,365000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"3 BELVEDERE PLACE, DUBLIN 1",Dublin 1,Dublin,1350000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"3 St. Helens Place, Adamstown, Lucan",,Dublin,290749.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
02/10/2018,"31 Brighton Wood, Brighton Road, Foxrock",Dublin 18,Dublin,925110.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
02/10/2018,"32 KNOCKMEENAGH RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,570000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"38 St. Helens Avenue, Adamstown, Lucan",,Dublin,317180.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2018,"41 HAROLDS CROSS COTTAGES, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,373000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"46 PORTERSGATE CLOSE, PORTERSGATE, CLONSILLA",Dublin 15,Dublin,375000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"49 CAMDEN LOCK, SOUTH DOCK RD, DUBLIN 4",Dublin 4,Dublin,490000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"49 PARKVIEW RATHBORNE, ASHTOWN, RATHBORNE DUBLIN 15",Dublin 15,Dublin,287000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"5 CHIEFTAINS MEWS, BALBRIGGAN, DUBLIN",,Dublin,131454.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"5 OATFIELD GROVE, ROWLAGH, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,248000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"51 MAPLEWOOD DR, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,260000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"52 Hamilton Hill, Barnageeragh Cove, Skerries",,Dublin,349593.49,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2018,"52 St. Helen's Avenue, St. Helen's, Adamstown",,Dublin,321585.90,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2018,"58 CASTLELAND, BALBRIGGAN, PARK VIEW",,Dublin,230000.00,No,No,Second-Hand Dwelling house /Apartment,
02/10/2018,"6 IDRONE TERRACE, BLACKROCK, CO DUBLIN",,Dublin,1500000.00,No,No,Second-Hand Dwelling house /Apartment,
